Invoice_ID,Branch,City,Customer_Type,Gender,Product_Category,Unit_Price,Quantity,Discount,Rating,Discount_Amount,Net_Sales,Tax_7_25_percent,Total_Sales
INV200610,West-3,Fresno,Normal,Female,Home Appliances,534.53,7,0.13,7.6,486.42,3255.29,236.01,3491.3
INV200611,West-2,Irvine,Normal,Male,Electronics,580.44,7,0.24,7.6,975.14,3087.94,223.88,3311.82
INV200612,West-1,Los Angeles,Member,Female,Electronics,46.91,11,0.13,2.0,67.08,448.93,32.55,481.48
INV200613,West-3,Oakland,Member,Male,Home Appliances,285.42,10,0.2,9.0,570.84,2283.36,165.54,2448.9
INV200614,West-3,Anaheim,Normal,Female,Home Appliances,331.26,11,0.18,3.5,655.89,2987.97,216.63,3204.6
INV200615,West-1,San Francisco,Normal,Female,Electronics,60.28,18,0.18,2.9,195.31,889.73,64.51,954.24
INV200616,West-3,Irvine,Normal,Male,Home Appliances,229.61,12,0.29,6.5,799.04,1956.28,141.83,2098.11
INV200617,West-3,Sacramento,Normal,Female,Cosmetics,193.66,16,0.25,2.9,774.64,2323.92,168.48,2492.4
INV200618,West-2,Irvine,Normal,Male,Clothing,323.95,4,0.34,5.6,440.57,855.23,62.0,917.23
INV200619,West-3,San Jose,Member,Male,Cosmetics,398.41,17,0.28,4.7,1896.43,4876.54,353.55,5230.09
INV200620,West-1,Fresno,Member,Male,Home Appliances,423.57,17,0.05,3.1,360.03,6840.66,495.95,7336.61
INV200621,West-2,Fresno,Normal,Female,Home Appliances,86.37,5,0.26,3.6,112.28,319.57,23.17,342.74
INV200622,West-2,San Francisco,Member,Female,Clothing,488.7,13,0.23,4.8,1461.21,4891.89,354.66,5246.55
INV200623,West-1,San Francisco,Member,Female,Home Appliances,408.73,3,0.23,4.1,282.02,944.17,68.45,1012.62
INV200624,West-1,San Jose,Normal,Female,Clothing,534.0,17,0.17,4.4,1543.26,7534.74,546.27,8081.01
INV200625,West-2,Los Angeles,Member,Female,Electronics,272.35,11,0.02,7.6,59.92,2935.93,212.85,3148.78
INV200626,West-3,Anaheim,Member,Female,Clothing,536.86,1,0.33,2.5,177.16,359.7,26.08,385.78
INV200627,West-2,Oakland,Member,Male,Clothing,520.14,18,0.3,6.6,2808.76,6553.76,475.15,7028.91
INV200628,West-1,Oakland,Normal,Female,Cosmetics,265.85,17,0.17,7.1,768.31,3751.14,271.96,4023.1
INV200629,West-2,San Diego,Normal,Female,Home Appliances,231.78,9,0.06,8.2,125.16,1960.86,142.16,2103.02
INV200630,West-1,San Diego,Member,Female,Electronics,560.02,7,0.29,8.6,1136.84,2783.3,201.79,2985.09
INV200631,West-2,Los Angeles,Member,Female,Food,430.52,5,0.15,2.4,322.89,1829.71,132.65,1962.36
INV200632,West-3,San Diego,Member,Male,Clothing,557.31,16,0.14,2.2,1248.37,7668.59,555.97,8224.56
INV200633,West-2,San Diego,Member,Male,Food,479.2,7,0.23,6.5,771.51,2582.89,187.26,2770.15
INV200634,West-2,San Jose,Member,Male,Home Appliances,367.53,13,0.27,7.8,1290.03,3487.86,252.87,3740.73
INV200635,West-1,San Jose,Member,Male,Clothing,73.93,13,0.02,3.5,19.22,941.87,68.29,1010.16
INV200636,West-1,San Diego,Normal,Male,Food,178.43,15,0.27,5.7,722.64,1953.81,141.65,2095.46
INV200637,West-1,Irvine,Member,Female,Cosmetics,581.46,17,0.26,8.0,2570.05,7314.77,530.32,7845.09
INV200638,West-2,Santa Ana,Member,Male,Food,195.06,17,0.21,7.9,696.36,2619.66,189.93,2809.59
INV200639,West-3,Santa Ana,Normal,Male,Cosmetics,60.49,19,0.12,6.9,137.92,1011.39,73.33,1084.72
INV200640,West-1,Los Angeles,Member,Female,Electronics,425.99,10,0.06,1.7,255.59,4004.31,290.31,4294.62
INV200641,West-1,Oakland,Member,Female,Home Appliances,441.73,2,0.04,1.5,35.34,848.12,61.49,909.61
INV200642,West-2,San Francisco,Member,Male,Food,174.85,14,0.0,4.5,0.0,2447.9,177.47,2625.37
INV200643,West-1,Los Angeles,Member,Female,Clothing,182.11,3,0.07,1.2,38.24,508.09,36.84,544.93
INV200644,West-3,San Diego,Normal,Female,Home Appliances,283.99,7,0.14,9.1,278.31,1709.62,123.95,1833.57
INV200645,West-3,San Jose,Member,Male,Food,17.96,11,0.09,1.2,17.78,179.78,13.03,192.81
INV200646,West-1,Fresno,Normal,Female,Clothing,474.65,17,0.11,1.3,887.6,7181.45,520.66,7702.11
INV200647,West-1,Irvine,Member,Male,Clothing,193.67,15,0.14,2.5,406.71,2498.34,181.13,2679.47
INV200648,West-2,Sacramento,Member,Male,Clothing,512.99,19,0.11,6.6,1072.15,8674.66,628.91,9303.57
INV200649,West-3,San Jose,Normal,Female,Clothing,482.57,11,0.25,5.9,1327.07,3981.2,288.64,4269.84
INV200650,West-3,Santa Ana,Member,Male,Food,398.53,15,0.17,6.9,1016.25,4961.7,359.72,5321.42
INV200651,West-1,San Jose,Normal,Male,Electronics,198.3,15,0.01,9.0,29.74,2944.76,213.5,3158.26
INV200652,West-2,Irvine,Normal,Female,Cosmetics,312.21,6,0.08,5.1,149.86,1723.4,124.95,1848.35
INV200653,West-3,San Francisco,Normal,Female,Cosmetics,269.67,15,0.25,1.4,1011.26,3033.79,219.95,3253.74
INV200654,West-3,San Diego,Member,Female,Cosmetics,206.63,9,0.11,7.9,204.56,1655.11,120.0,1775.11
INV200655,West-2,Fresno,Member,Female,Electronics,509.64,5,0.32,8.3,815.42,1732.78,125.63,1858.41
INV200656,West-2,Santa Ana,Member,Male,Clothing,292.69,19,0.25,1.4,1390.28,4170.83,302.39,4473.22
INV200657,West-3,Santa Ana,Member,Female,Clothing,500.47,5,0.1,3.2,250.24,2252.11,163.28,2415.39
INV200658,West-3,Anaheim,Normal,Female,Home Appliances,67.6,13,0.18,7.9,158.18,720.62,52.24,772.86
INV200659,West-2,Oakland,Member,Male,Cosmetics,88.91,18,0.23,4.4,368.09,1232.29,89.34,1321.63
INV200660,West-3,San Francisco,Member,Male,Cosmetics,586.51,17,0.07,5.3,697.95,9272.72,672.27,9944.99
INV200661,West-1,Santa Ana,Normal,Male,Clothing,354.72,15,0.09,8.4,478.87,4841.93,351.04,5192.97
INV200662,West-1,Oakland,Normal,Male,Cosmetics,308.31,14,0.18,1.9,776.94,3539.4,256.61,3796.01
INV200663,West-2,Santa Ana,Member,Female,Clothing,316.28,16,0.32,7.1,1619.35,3441.13,249.48,3690.61
INV200664,West-2,San Diego,Normal,Female,Clothing,133.08,4,0.12,2.9,63.88,468.44,33.96,502.4
INV200665,West-2,Oakland,Normal,Male,Clothing,432.63,17,0.14,1.6,1029.66,6325.05,458.57,6783.62
INV200666,West-1,Irvine,Normal,Male,Food,55.44,14,0.07,7.0,54.33,721.83,52.33,774.16
INV200667,West-3,Anaheim,Normal,Male,Food,346.13,18,0.21,2.1,1308.37,4921.97,356.84,5278.81
INV200668,West-1,San Diego,Normal,Male,Food,344.61,6,0.26,7.7,537.59,1530.07,110.93,1641.0
INV200669,West-3,Irvine,Member,Female,Food,548.94,8,0.15,2.8,658.73,3732.79,270.63,4003.42
INV200670,West-1,Fresno,Member,Male,Electronics,318.08,9,0.26,1.4,744.31,2118.41,153.58,2271.99
INV200671,West-3,San Francisco,Member,Female,Home Appliances,86.55,1,0.11,1.9,9.52,77.03,5.58,82.61
INV200672,West-1,San Francisco,Member,Male,Home Appliances,345.79,13,0.25,8.6,1123.82,3371.45,244.43,3615.88
INV200673,West-2,Sacramento,Member,Female,Clothing,59.34,3,0.09,4.3,16.02,162.0,11.74,173.74
INV200674,West-1,Sacramento,Member,Female,Cosmetics,126.26,6,0.27,3.7,204.54,553.02,40.09,593.11
INV200675,West-3,Oakland,Member,Female,Food,23.51,17,0.29,5.4,115.9,283.77,20.57,304.34
INV200676,West-1,San Francisco,Normal,Female,Home Appliances,310.41,8,0.28,6.7,695.32,1787.96,129.63,1917.59
INV200677,West-1,Oakland,Member,Male,Home Appliances,55.3,6,0.08,1.3,26.54,305.26,22.13,327.39
INV200678,West-1,Sacramento,Member,Female,Food,284.29,16,0.24,9.1,1091.67,3456.97,250.63,3707.6
INV200679,West-2,Fresno,Member,Male,Electronics,560.1,1,0.19,9.6,106.42,453.68,32.89,486.57
INV200680,West-1,Santa Ana,Normal,Female,Electronics,433.26,10,0.35,4.8,1516.41,2816.19,204.17,3020.36
INV200681,West-2,Irvine,Member,Female,Home Appliances,51.06,18,0.13,4.7,119.48,799.6,57.97,857.57
INV200682,West-2,San Jose,Member,Male,Electronics,138.4,14,0.27,8.9,523.15,1414.45,102.55,1517.0
INV200683,West-1,Oakland,Normal,Male,Food,405.83,5,0.13,4.9,263.79,1765.36,127.99,1893.35
INV200684,West-1,Fresno,Member,Female,Home Appliances,537.35,17,0.14,8.7,1278.89,7856.06,569.56,8425.62
INV200685,West-1,Irvine,Member,Female,Food,24.59,14,0.04,1.3,13.77,330.49,23.96,354.45
INV200686,West-3,San Francisco,Normal,Male,Electronics,488.41,18,0.08,5.4,703.31,8088.07,586.39,8674.46
INV200687,West-1,Santa Ana,Member,Female,Food,339.28,4,0.06,9.6,81.43,1275.69,92.49,1368.18
INV200688,West-2,Irvine,Normal,Male,Electronics,329.92,2,0.06,3.3,39.59,620.25,44.97,665.22
INV200689,West-1,Anaheim,Member,Male,Electronics,574.9,7,0.0,3.4,0.0,4024.3,291.76,4316.06
INV200690,West-3,Sacramento,Member,Male,Food,449.85,7,0.28,6.7,881.71,2267.24,164.37,2431.61
INV200691,West-1,Irvine,Member,Female,Electronics,510.82,7,0.16,9.3,572.12,3003.62,217.76,3221.38
INV200692,West-3,San Jose,Normal,Female,Clothing,215.63,13,0.28,2.8,784.89,2018.3,146.33,2164.63
INV200693,West-3,Fresno,Normal,Male,Food,334.85,19,0.21,9.3,1336.05,5026.1,364.39,5390.49
INV200694,West-1,Santa Ana,Normal,Male,Clothing,371.17,6,0.29,7.0,645.84,1581.18,114.64,1695.82
INV200695,West-2,San Diego,Member,Male,Food,196.34,17,0.18,9.9,600.8,2736.98,198.43,2935.41
INV200696,West-3,Irvine,Member,Male,Electronics,344.3,18,0.03,7.6,185.92,6011.48,435.83,6447.31
INV200697,West-1,Los Angeles,Normal,Female,Electronics,145.81,1,0.22,7.0,32.08,113.73,8.25,121.98
INV200698,West-1,San Jose,Normal,Male,Home Appliances,90.31,13,0.24,8.3,281.77,892.26,64.69,956.95
INV200699,West-2,San Jose,Member,Female,Home Appliances,227.51,19,0.22,2.6,950.99,3371.7,244.45,3616.15
INV200700,West-3,Los Angeles,Member,Male,Clothing,444.88,16,0.28,9.5,1993.06,5125.02,371.56,5496.58
INV200701,West-3,Anaheim,Member,Female,Electronics,550.13,10,0.26,2.5,1430.34,4070.96,295.14,4366.1
INV200702,West-1,San Diego,Member,Female,Home Appliances,277.34,13,0.15,1.2,540.81,3064.61,222.18,3286.79
INV200703,West-1,Sacramento,Normal,Female,Electronics,387.48,10,0.29,7.3,1123.69,2751.11,199.46,2950.57
INV200704,West-2,Fresno,Member,Female,Food,66.31,14,0.24,2.7,222.8,705.54,51.15,756.69
INV200705,West-2,Santa Ana,Member,Female,Home Appliances,543.16,9,0.04,7.8,195.54,4692.9,340.24,5033.14
INV200706,West-3,Fresno,Member,Male,Clothing,343.32,11,0.19,8.2,717.54,3058.98,221.78,3280.76
INV200707,West-3,San Diego,Member,Male,Home Appliances,469.3,3,0.25,3.1,351.98,1055.92,76.55,1132.47
INV200708,West-1,Fresno,Member,Female,Electronics,477.69,8,0.19,1.8,726.09,3095.43,224.42,3319.85
INV200709,West-3,Los Angeles,Member,Male,Cosmetics,157.61,12,0.33,5.5,624.14,1267.18,91.87,1359.05
INV200710,West-2,San Jose,Member,Male,Cosmetics,319.86,3,0.04,9.0,38.38,921.2,66.79,987.99
INV200711,West-2,Fresno,Normal,Male,Electronics,576.49,7,0.25,8.6,1008.86,3026.57,219.43,3246.0
INV200712,West-1,Oakland,Normal,Male,Food,58.33,14,0.29,2.1,236.82,579.8,42.04,621.84
INV200713,West-2,Irvine,Normal,Male,Home Appliances,411.41,7,0.25,9.7,719.97,2159.9,156.59,2316.49
INV200714,West-2,San Diego,Member,Male,Cosmetics,577.55,7,0.13,3.4,525.57,3517.28,255.0,3772.28
INV200715,West-2,Anaheim,Normal,Male,Food,183.84,14,0.13,4.1,334.59,2239.17,162.34,2401.51
INV200716,West-2,Oakland,Member,Female,Electronics,517.56,12,0.21,2.3,1304.25,4906.47,355.72,5262.19
INV200717,West-1,Los Angeles,Member,Male,Food,560.53,1,0.14,4.4,78.47,482.06,34.95,517.01
INV200718,West-1,San Francisco,Member,Male,Electronics,449.52,5,0.31,6.7,696.76,1550.84,112.44,1663.28
INV200719,West-3,Los Angeles,Member,Male,Home Appliances,142.64,11,0.04,5.6,62.76,1506.28,109.21,1615.49
INV200720,West-2,Anaheim,Normal,Female,Food,203.73,1,0.22,8.4,44.82,158.91,11.52,170.43
INV200721,West-3,Anaheim,Member,Female,Home Appliances,26.31,13,0.05,6.8,17.1,324.93,23.56,348.49
INV200722,West-1,Oakland,Member,Male,Food,499.71,17,0.19,3.4,1614.06,6881.01,498.87,7379.88
INV200723,West-1,Irvine,Normal,Female,Electronics,510.52,3,0.25,6.0,382.89,1148.67,83.28,1231.95
INV200724,West-1,San Diego,Normal,Female,Electronics,381.46,10,0.06,1.6,228.88,3585.72,259.96,3845.68
INV200725,West-1,Sacramento,Normal,Male,Food,214.75,19,0.25,6.2,1020.06,3060.19,221.86,3282.05
INV200726,West-1,San Jose,Member,Female,Electronics,50.7,7,0.05,4.5,17.74,337.16,24.44,361.6
INV200727,West-1,Oakland,Normal,Male,Clothing,453.07,3,0.22,1.9,299.03,1060.18,76.86,1137.04
INV200728,West-1,Anaheim,Member,Female,Clothing,437.28,12,0.18,3.8,944.52,4302.84,311.96,4614.8
INV200729,West-2,San Francisco,Member,Male,Home Appliances,548.0,10,0.1,9.1,548.0,4932.0,357.57,5289.57
INV200730,West-3,Santa Ana,Normal,Female,Clothing,439.67,12,0.04,6.3,211.04,5065.0,367.21,5432.21
INV200731,West-1,Anaheim,Normal,Male,Clothing,498.07,15,0.26,9.1,1942.47,5528.58,400.82,5929.4
INV200732,West-2,Irvine,Normal,Male,Cosmetics,448.84,6,0.13,4.7,350.1,2342.94,169.86,2512.8
INV200733,West-2,Irvine,Member,Female,Cosmetics,380.26,19,0.03,9.8,216.75,7008.19,508.09,7516.28
INV200734,West-3,Anaheim,Member,Male,Cosmetics,259.05,5,0.27,4.2,349.72,945.53,68.55,1014.08
INV200735,West-1,Irvine,Member,Male,Cosmetics,541.76,2,0.08,7.8,86.68,996.84,72.27,1069.11
INV200736,West-3,Oakland,Member,Female,Electronics,392.33,19,0.26,3.7,1938.11,5516.16,399.92,5916.08
INV200737,West-1,Anaheim,Member,Male,Home Appliances,242.02,19,0.2,2.0,919.68,3678.7,266.71,3945.41
INV200738,West-2,Anaheim,Member,Male,Home Appliances,54.66,4,0.07,8.5,15.3,203.34,14.74,218.08
INV200739,West-2,San Diego,Normal,Female,Clothing,177.97,5,0.03,7.9,26.7,863.15,62.58,925.73
INV200740,West-2,San Jose,Member,Male,Home Appliances,328.52,7,0.21,8.4,482.92,1816.72,131.71,1948.43
INV200741,West-2,San Francisco,Normal,Female,Clothing,169.0,4,0.01,3.7,6.76,669.24,48.52,717.76
INV200742,West-3,Irvine,Normal,Male,Home Appliances,136.64,11,0.02,7.3,30.06,1472.98,106.79,1579.77
INV200743,West-1,San Diego,Normal,Female,Food,318.8,3,0.25,3.0,239.1,717.3,52.0,769.3
INV200744,West-1,Sacramento,Normal,Female,Food,106.04,5,0.19,1.1,100.74,429.46,31.14,460.6
INV200745,West-3,Sacramento,Normal,Male,Home Appliances,481.24,15,0.11,8.8,794.05,6424.55,465.78,6890.33
INV200746,West-1,Fresno,Member,Female,Electronics,293.2,18,0.19,5.7,1002.74,4274.86,309.93,4584.79
INV200747,West-2,Oakland,Member,Male,Clothing,346.45,16,0.21,9.9,1164.07,4379.13,317.49,4696.62
INV200748,West-1,Oakland,Member,Male,Home Appliances,92.69,16,0.2,4.5,296.61,1186.43,86.02,1272.45
INV200749,West-2,Los Angeles,Member,Female,Clothing,198.12,10,0.22,9.6,435.86,1545.34,112.04,1657.38
INV200750,West-3,San Francisco,Normal,Male,Cosmetics,249.0,1,0.33,6.5,82.17,166.83,12.1,178.93
INV200751,West-1,Anaheim,Normal,Male,Home Appliances,485.89,11,0.14,5.6,748.27,4596.52,333.25,4929.77
INV200752,West-3,Irvine,Normal,Female,Electronics,463.24,17,0.11,3.7,866.26,7008.82,508.14,7516.96
INV200753,West-1,San Francisco,Member,Male,Cosmetics,137.67,15,0.01,8.4,20.65,2044.4,148.22,2192.62
INV200754,West-2,Fresno,Member,Male,Home Appliances,371.63,7,0.05,8.5,130.07,2471.34,179.17,2650.51
INV200755,West-3,Los Angeles,Member,Female,Food,149.86,6,0.04,4.8,35.97,863.19,62.58,925.77
INV200756,West-1,San Diego,Member,Male,Home Appliances,593.01,15,0.12,7.5,1067.42,7827.73,567.51,8395.24
INV200757,West-2,San Francisco,Normal,Male,Food,571.51,15,0.21,5.0,1800.26,6772.39,491.0,7263.39
INV200758,West-3,San Diego,Normal,Female,Food,340.14,7,0.02,7.7,47.62,2333.36,169.17,2502.53
INV200759,West-3,Sacramento,Member,Male,Home Appliances,420.85,3,0.25,9.9,315.64,946.91,68.65,1015.56
INV200760,West-1,Irvine,Member,Male,Home Appliances,481.85,14,0.14,3.4,944.43,5801.47,420.61,6222.08
INV200761,West-1,Fresno,Normal,Female,Food,433.99,9,0.34,6.7,1328.01,2577.9,186.9,2764.8
INV200762,West-1,Anaheim,Normal,Male,Clothing,421.4,3,0.2,4.4,252.84,1011.36,73.32,1084.68
INV200763,West-2,Irvine,Normal,Male,Cosmetics,575.34,6,0.27,5.9,932.05,2519.99,182.7,2702.69
INV200764,West-1,San Jose,Normal,Female,Electronics,359.89,9,0.3,8.9,971.7,2267.31,164.38,2431.69
INV200765,West-3,Oakland,Member,Female,Home Appliances,383.6,1,0.31,4.1,118.92,264.68,19.19,283.87
INV200766,West-3,Fresno,Normal,Male,Cosmetics,510.31,9,0.18,1.7,826.7,3766.09,273.04,4039.13
INV200767,West-1,San Francisco,Normal,Male,Cosmetics,403.59,12,0.14,8.2,678.03,4165.05,301.97,4467.02
INV200768,West-1,Irvine,Normal,Female,Clothing,441.09,4,0.2,6.0,352.87,1411.49,102.33,1513.82
INV200769,West-3,Santa Ana,Normal,Male,Cosmetics,144.33,16,0.14,5.0,323.3,1985.98,143.98,2129.96
INV200770,West-2,Oakland,Member,Male,Home Appliances,225.9,5,0.08,2.6,90.36,1039.14,75.34,1114.48
INV200771,West-1,Oakland,Member,Male,Cosmetics,92.64,17,0.11,1.8,173.24,1401.64,101.62,1503.26
INV200772,West-1,Santa Ana,Member,Female,Home Appliances,305.93,17,0.08,3.5,416.06,4784.75,346.89,5131.64
INV200773,West-3,Los Angeles,Member,Male,Home Appliances,276.16,6,0.09,7.5,149.13,1507.83,109.32,1617.15
INV200774,West-1,Los Angeles,Member,Male,Food,598.31,15,0.03,4.7,269.24,8705.41,631.14,9336.55
INV200775,West-2,Santa Ana,Member,Female,Clothing,368.67,1,0.15,6.1,55.3,313.37,22.72,336.09
INV200776,West-3,San Jose,Normal,Female,Electronics,472.93,13,0.08,1.7,491.85,5656.24,410.08,6066.32
INV200777,West-1,Sacramento,Normal,Female,Food,203.74,16,0.16,2.1,521.57,2738.27,198.52,2936.79
INV200778,West-3,Santa Ana,Normal,Male,Electronics,499.77,2,0.28,1.1,279.87,719.67,52.18,771.85
INV200779,West-1,Sacramento,Normal,Male,Home Appliances,370.98,19,0.16,7.1,1127.78,5920.84,429.26,6350.1
INV200780,West-1,Irvine,Member,Female,Food,419.71,2,0.33,3.4,277.01,562.41,40.77,603.18
INV200781,West-1,San Jose,Normal,Male,Cosmetics,180.19,12,0.05,9.7,108.11,2054.17,148.93,2203.1
INV200782,West-2,Fresno,Member,Male,Cosmetics,331.44,12,0.3,3.8,1193.18,2784.1,201.85,2985.95
INV200783,West-2,Sacramento,Normal,Male,Electronics,382.25,8,0.09,4.3,275.22,2782.78,201.75,2984.53
INV200784,West-3,Oakland,Normal,Male,Home Appliances,355.51,12,0.33,5.2,1407.82,2858.3,207.23,3065.53
INV200785,West-1,Irvine,Normal,Female,Electronics,549.54,11,0.08,3.9,483.6,5561.34,403.2,5964.54
INV200786,West-1,Oakland,Member,Female,Clothing,539.47,2,0.26,8.4,280.52,798.42,57.89,856.31
INV200787,West-2,San Jose,Normal,Male,Cosmetics,582.74,1,0.02,8.9,11.65,571.09,41.4,612.49
INV200788,West-1,Sacramento,Member,Female,Food,402.12,4,0.22,1.1,353.87,1254.61,90.96,1345.57
INV200789,West-2,San Diego,Member,Male,Food,583.29,9,0.08,6.9,419.97,4829.64,350.15,5179.79
INV200790,West-1,San Jose,Normal,Male,Food,500.32,7,0.23,7.2,805.52,2696.72,195.51,2892.23
INV200791,West-3,San Jose,Member,Female,Cosmetics,166.15,10,0.22,9.7,365.53,1295.97,93.96,1389.93
INV200792,West-1,San Diego,Member,Female,Home Appliances,259.32,14,0.32,4.3,1161.75,2468.73,178.98,2647.71
INV200793,West-1,Irvine,Normal,Male,Cosmetics,146.84,1,0.22,2.8,32.3,114.54,8.3,122.84
INV200794,West-2,Sacramento,Normal,Male,Cosmetics,7.5,5,0.14,5.7,5.25,32.25,2.34,34.59
INV200795,West-1,Sacramento,Normal,Male,Food,116.89,13,0.07,5.0,106.37,1413.2,102.46,1515.66
INV200796,West-1,Oakland,Normal,Male,Cosmetics,7.42,6,0.23,8.1,10.24,34.28,2.49,36.77
INV200797,West-2,San Jose,Normal,Female,Food,433.3,17,0.04,9.1,294.64,7071.46,512.68,7584.14
INV200798,West-3,San Jose,Normal,Female,Home Appliances,258.19,15,0.29,1.8,1123.13,2749.72,199.35,2949.07
INV200799,West-3,Anaheim,Member,Male,Clothing,190.98,7,0.09,8.6,120.32,1216.54,88.2,1304.74
INV200800,West-2,Fresno,Normal,Male,Food,458.22,8,0.18,9.2,659.84,3005.92,217.93,3223.85
INV200801,West-2,San Jose,Normal,Female,Electronics,500.33,2,0.21,9.3,210.14,790.52,57.31,847.83
INV200802,West-2,San Francisco,Member,Male,Clothing,585.3,18,0.13,7.9,1369.6,9165.8,664.52,9830.32
INV200803,West-2,Fresno,Normal,Female,Home Appliances,387.0,7,0.23,7.7,623.07,2085.93,151.23,2237.16
INV200804,West-2,San Francisco,Member,Male,Clothing,279.61,16,0.09,1.1,402.64,4071.12,295.16,4366.28
INV200805,West-3,Sacramento,Normal,Female,Food,186.63,19,0.01,9.3,35.46,3510.51,254.51,3765.02
INV200806,West-3,Fresno,Normal,Male,Home Appliances,137.28,9,0.34,4.2,420.08,815.44,59.12,874.56
INV200807,West-2,San Jose,Member,Male,Electronics,131.69,12,0.11,1.4,173.83,1406.45,101.97,1508.42
INV200808,West-1,San Diego,Normal,Male,Food,248.47,14,0.25,4.7,869.64,2608.94,189.15,2798.09
INV200809,West-2,Oakland,Member,Female,Food,595.11,7,0.18,7.6,749.84,3415.93,247.65,3663.58
INV200810,West-1,San Francisco,Normal,Female,Home Appliances,5.51,2,0.23,5.0,2.53,8.49,0.62,9.11
INV200811,West-2,Fresno,Normal,Male,Home Appliances,122.34,17,0.04,7.8,83.19,1996.59,144.75,2141.34
INV200812,West-2,San Jose,Member,Male,Clothing,117.09,11,0.18,5.6,231.84,1056.15,76.57,1132.72
INV200813,West-3,Fresno,Normal,Male,Electronics,431.69,18,0.14,3.7,1087.86,6682.56,484.49,7167.05
INV200814,West-1,San Jose,Normal,Male,Clothing,214.73,12,0.16,2.8,412.28,2164.48,156.92,2321.4
INV200815,West-1,San Jose,Member,Female,Clothing,277.07,3,0.34,4.8,282.61,548.6,39.77,588.37
INV200816,West-3,San Jose,Normal,Female,Food,93.43,14,0.05,1.3,65.4,1242.62,90.09,1332.71
INV200817,West-3,Anaheim,Member,Female,Home Appliances,245.97,15,0.26,4.8,959.28,2730.27,197.94,2928.21
INV200818,West-3,Oakland,Normal,Male,Food,66.4,19,0.12,1.6,151.39,1110.21,80.49,1190.7
INV200819,West-3,San Diego,Member,Male,Electronics,322.16,10,0.1,8.9,322.16,2899.44,210.21,3109.65
INV200820,West-1,San Diego,Normal,Female,Clothing,63.27,9,0.09,6.2,51.25,518.18,37.57,555.75
INV200821,West-1,Fresno,Member,Male,Electronics,475.35,10,0.12,6.8,570.42,4183.08,303.27,4486.35
INV200822,West-2,Fresno,Member,Female,Home Appliances,342.13,4,0.12,3.6,164.22,1204.3,87.31,1291.61
INV200823,West-2,San Jose,Normal,Female,Home Appliances,435.76,19,0.09,3.0,745.15,7534.29,546.24,8080.53
INV200824,West-3,Anaheim,Normal,Female,Cosmetics,254.02,10,0.23,7.4,584.25,1955.95,141.81,2097.76
INV200825,West-3,San Jose,Member,Female,Electronics,231.99,17,0.02,7.0,78.88,3864.95,280.21,4145.16
INV200826,West-3,Anaheim,Normal,Male,Food,63.43,12,0.12,2.1,91.34,669.82,48.56,718.38
INV200827,West-2,San Jose,Member,Female,Electronics,316.69,1,0.1,3.1,31.67,285.02,20.66,305.68
INV200828,West-2,San Francisco,Normal,Male,Clothing,311.13,11,0.26,9.5,889.83,2532.6,183.61,2716.21
INV200829,West-2,San Francisco,Normal,Female,Home Appliances,283.52,13,0.05,3.7,184.29,3501.47,253.86,3755.33
INV200830,West-2,Sacramento,Member,Female,Home Appliances,445.61,1,0.33,1.2,147.05,298.56,21.65,320.21
INV200831,West-2,San Jose,Member,Female,Electronics,500.34,1,0.06,1.6,30.02,470.32,34.1,504.42
INV200832,West-2,Oakland,Normal,Female,Electronics,451.72,16,0.13,8.0,939.58,6287.94,455.88,6743.82
INV200833,West-2,Sacramento,Normal,Male,Electronics,90.6,7,0.07,7.8,44.39,589.81,42.76,632.57
INV200834,West-3,Fresno,Normal,Male,Clothing,375.13,10,0.1,4.4,375.13,3376.17,244.77,3620.94
INV200835,West-3,Irvine,Normal,Male,Clothing,52.79,16,0.27,2.4,228.05,616.59,44.7,661.29
INV200836,West-3,San Jose,Normal,Male,Food,418.3,1,0.17,5.5,71.11,347.19,25.17,372.36
INV200837,West-3,San Francisco,Member,Female,Electronics,232.19,9,0.06,4.0,125.38,1964.33,142.41,2106.74
INV200838,West-2,Irvine,Normal,Male,Food,83.84,6,0.02,4.4,10.06,492.98,35.74,528.72
INV200839,West-1,Anaheim,Normal,Male,Cosmetics,517.92,15,0.08,3.3,621.5,7147.3,518.18,7665.48
INV200840,West-2,Irvine,Member,Female,Clothing,370.33,4,0.33,1.6,488.84,992.48,71.95,1064.43
INV200841,West-1,Oakland,Member,Male,Home Appliances,216.06,15,0.3,8.1,972.27,2268.63,164.48,2433.11
INV200842,West-3,San Jose,Member,Male,Cosmetics,23.28,10,0.15,6.6,34.92,197.88,14.35,212.23
INV200843,West-2,San Diego,Normal,Male,Home Appliances,324.7,16,0.17,8.5,883.18,4312.02,312.62,4624.64
INV200844,West-3,Irvine,Member,Male,Cosmetics,554.32,13,0.31,5.5,2233.91,4972.25,360.49,5332.74
INV200845,West-2,San Diego,Member,Female,Food,359.85,19,0.21,9.9,1435.8,5401.35,391.6,5792.95
INV200846,West-3,Anaheim,Member,Female,Food,583.13,4,0.31,9.7,723.08,1609.44,116.68,1726.12
INV200847,West-1,Sacramento,Member,Male,Clothing,86.19,16,0.17,3.4,234.44,1144.6,82.98,1227.58
INV200848,West-1,San Diego,Normal,Female,Home Appliances,343.14,11,0.07,4.5,264.22,3510.32,254.5,3764.82
