customer_id,tenure,monthly_charges,total_charges,contract_type,internet_service,tech_support,online_security,payment_method,paperless_billing,churn
1669,46,63.71,612.34,1,1,0,0,3,1,0
1670,9,90.53,2208.76,0,2,0,1,3,1,1
1671,3,76.75,3188.44,0,1,1,0,1,1,0
1672,26,115.07,2034.62,2,1,1,0,1,1,0
1673,48,79.78,2020.98,1,2,1,1,3,0,0
1674,66,21.49,4626.29,2,0,0,0,2,1,0
1675,70,55.29,3819.79,1,1,1,0,2,0,0
1676,28,34.31,5371.61,0,1,0,0,0,1,1
1677,26,112.46,7655.62,2,0,0,0,3,0,0
1678,25,30.4,5318.39,2,2,1,0,3,1,0
1679,12,58.77,4698.56,0,2,1,0,1,0,1
1680,5,42.61,6795.72,0,2,0,1,1,1,1
1681,48,104.67,5093.38,1,1,0,0,1,0,1
1682,37,50.86,1407.93,1,0,1,0,0,0,0
1683,44,119.19,2586.51,0,2,1,1,3,0,1
1684,15,23.86,5893.55,0,0,0,0,1,1,1
1685,43,32.83,5933.22,2,2,1,1,3,0,0
1686,48,42.46,7897.37,2,1,1,0,0,0,0
1687,70,101.11,5053.1,1,2,0,0,2,0,1
1688,46,107.85,7206.41,2,0,1,0,0,1,0
1689,43,27.15,531.18,0,0,0,1,3,1,0
1690,21,23.25,4573.16,0,0,1,0,3,1,0
1691,23,94.46,7366.8,0,1,0,1,3,1,1
1692,47,33.34,2369.23,0,2,0,0,2,1,0
1693,15,33.3,1323.53,1,1,1,0,3,1,0
1694,25,22.24,2869.03,0,1,1,1,1,0,0
1695,36,24.98,6358.67,0,0,1,0,2,1,0
1696,51,46.37,769.14,0,0,1,1,2,1,1
1697,15,26.5,4842.68,0,1,0,0,2,1,0
1698,68,56.89,1171.49,1,1,1,1,0,1,0
1699,21,103.28,3540.71,1,2,1,1,0,1,0
1700,13,52.63,7731.22,2,0,0,1,0,0,0
1701,19,92.78,1641.64,1,0,0,0,2,1,0
1702,34,29.39,368.73,1,0,0,1,2,0,0
1703,68,85.94,3474.91,1,2,1,1,3,1,0
1704,52,51.67,4663.8,2,2,0,0,2,0,0
1705,27,94.98,2450.39,0,0,1,1,1,1,1
1706,29,33.63,4379.97,2,0,0,0,0,1,0
1707,28,109.79,7631.88,0,1,1,1,3,1,1
1708,35,44.26,2562.99,1,1,0,1,1,1,0
1709,8,55.31,2544.47,0,2,0,1,1,0,1
1710,16,115.02,3913.87,2,0,1,1,1,0,0
1711,36,77.85,4171.0,0,1,1,1,2,0,0
1712,30,56.58,110.79,0,1,1,1,0,1,0
1713,18,114.96,4965.41,1,0,0,0,1,1,0
1714,2,52.91,7979.12,0,0,1,0,3,1,1
1715,49,29.49,2406.86,0,1,0,0,0,0,0
1716,4,119.68,5083.4,1,0,1,0,0,1,1
1717,7,46.78,136.51,2,0,1,0,2,0,1
1718,39,105.13,4874.18,1,2,0,0,1,1,1
1719,13,36.55,3631.84,0,1,0,1,3,1,0
1720,31,93.14,4289.32,1,1,1,1,2,1,0
1721,71,72.44,4396.85,1,2,0,1,0,0,0
1722,63,118.09,1497.93,0,2,1,0,1,1,0
1723,56,75.28,6182.75,2,1,1,0,0,0,0
1724,42,22.5,4488.21,1,1,1,1,0,0,0
1725,61,80.39,2234.54,2,0,1,1,2,1,0
1726,42,34.53,7505.31,1,0,1,0,3,1,0
1727,56,99.85,200.91,0,1,1,0,1,0,0
1728,36,105.66,5834.9,0,0,1,1,2,0,1
1729,68,68.21,3111.76,1,0,1,0,3,1,0
1730,7,98.32,4228.1,1,0,1,0,2,1,1
1731,54,34.51,2402.93,1,2,1,0,3,0,0
1732,1,69.21,2637.89,0,1,1,1,0,0,1
1733,44,59.39,219.81,1,1,0,0,1,0,0
1734,45,81.13,5865.78,0,1,0,1,1,1,1
1735,47,24.45,5715.31,1,0,1,1,1,1,0
1736,13,95.21,5269.43,0,0,1,0,2,1,1
1737,22,27.91,7035.81,1,2,1,1,2,1,0
1738,21,85.65,7220.01,2,2,1,1,3,0,0
1739,9,21.85,4495.91,2,1,0,1,2,0,1
1740,26,103.19,5510.11,0,2,0,1,0,1,1
1741,9,37.47,186.89,1,2,0,1,3,0,1
1742,15,71.55,6786.11,2,0,1,1,2,0,0
1743,10,46.15,6549.67,1,1,0,0,1,0,1
1744,42,92.26,259.96,1,1,0,0,0,0,1
1745,24,52.14,4388.32,1,2,0,0,1,1,0
1746,49,92.46,7262.58,2,0,0,1,3,1,0
1747,26,48.49,1532.97,0,2,0,0,3,1,0
1748,37,95.25,2885.89,2,2,1,0,2,0,1
1749,68,23.06,2715.32,0,1,0,1,3,0,0
1750,50,48.33,2911.93,2,0,0,1,3,0,0
1751,24,69.86,430.9,1,2,0,0,1,1,1
1752,19,24.51,2304.24,1,2,1,0,3,0,0
1753,60,38.6,2429.36,1,0,0,0,0,0,0
1754,39,113.45,6940.39,2,2,0,1,2,0,0
1755,18,117.68,2881.72,2,1,1,0,3,0,0
1756,19,93.97,3633.01,0,2,1,0,0,0,0
1757,36,45.22,3107.83,2,1,0,1,2,0,1
1758,55,46.05,1053.32,0,1,0,1,0,1,1
1759,69,84.58,7923.82,2,1,0,1,0,1,1
1760,47,31.76,6624.02,1,1,1,0,3,0,0
1761,49,114.83,4373.27,2,1,1,1,1,0,1
1762,33,42.48,3863.28,1,1,0,1,2,0,0
1763,21,119.96,5229.11,2,2,0,1,3,0,0
1764,22,69.57,2678.81,0,0,0,1,3,0,1
1765,48,97.14,497.23,2,2,0,1,2,1,0
1766,37,20.22,3294.1,1,0,0,0,2,0,0
1767,15,108.87,7873.42,2,2,0,0,3,0,1
1768,35,47.0,1540.54,0,0,0,0,0,0,1
1769,71,86.79,4268.87,0,2,0,0,1,1,1
1770,32,100.64,167.32,0,1,1,0,1,0,1
1771,11,36.41,1064.05,0,0,0,1,2,0,1
1772,10,64.25,4738.81,2,2,0,0,2,0,1
1773,57,69.38,2449.57,0,1,1,1,0,0,1
1774,25,51.21,7254.91,2,2,1,0,0,0,0
1775,2,68.18,3308.74,2,0,1,0,3,0,1
1776,64,51.75,1743.47,2,2,0,0,0,0,1
1777,35,56.07,4410.17,0,2,0,1,1,1,0
1778,7,86.93,6380.29,0,1,0,0,0,1,1
1779,18,83.26,253.42,2,1,1,1,0,1,1
1780,67,43.23,4093.61,2,1,0,0,0,1,0
1781,42,109.75,6210.07,2,0,0,1,2,1,1
1782,39,106.28,918.35,1,1,0,0,0,0,0
1783,41,70.91,7232.11,1,0,0,1,2,0,0
1784,24,63.33,2189.69,0,1,1,1,1,0,0
1785,60,57.69,1447.77,1,1,0,0,1,0,1
1786,46,90.73,4755.12,2,1,0,0,2,1,0
1787,19,87.17,1482.75,2,1,0,0,2,1,1
1788,68,39.62,5469.64,0,0,0,0,0,1,0
1789,42,87.15,3971.81,0,0,1,0,0,0,0
1790,32,45.24,968.65,1,0,0,1,1,1,0
1791,39,21.86,7308.67,2,1,1,0,1,0,0
1792,36,89.92,5418.32,0,1,0,0,1,1,1
1793,36,84.48,4413.34,0,1,0,0,1,1,1
1794,3,61.08,3057.29,1,0,1,0,3,0,1
1795,8,72.57,1165.39,0,2,1,1,0,0,1
1796,70,114.72,5689.4,1,2,0,1,0,0,0
1797,41,79.52,6527.88,2,2,1,1,3,0,0
1798,68,85.79,1093.97,1,0,0,1,1,0,0
1799,13,26.39,4007.08,0,2,0,1,0,1,0
1800,49,36.6,3930.28,1,0,1,1,0,0,0
1801,60,50.1,2864.3,1,0,0,1,2,1,0
1802,2,73.94,6335.8,2,1,0,1,3,0,0
1803,60,97.66,886.29,1,1,1,0,2,0,1
1804,5,52.12,1719.65,0,0,1,0,3,1,1
1805,44,55.64,112.66,0,2,0,0,3,0,1
1806,27,45.62,3046.58,2,0,0,1,3,0,1
1807,32,45.46,2400.31,2,0,0,1,1,1,0
1808,21,114.89,6949.25,2,2,1,0,3,0,0
1809,8,83.55,5991.9,0,1,0,0,1,0,1
1810,50,35.59,767.33,1,0,0,0,3,0,0
1811,67,92.22,5953.55,0,1,1,1,1,0,1
1812,44,92.2,5435.66,0,1,0,1,1,0,1
1813,58,86.65,2325.62,2,1,1,1,1,1,1
1814,3,33.47,222.14,2,0,1,1,0,0,1
1815,70,60.8,1009.78,1,2,0,1,2,0,1
1816,2,30.68,2074.53,1,2,1,0,2,1,0
1817,44,101.66,6551.32,1,1,0,1,2,1,1
1818,2,85.52,3775.97,1,1,0,1,0,1,0
1819,35,70.72,7355.32,0,2,1,1,0,0,0
1820,30,54.3,6334.27,1,1,1,1,0,1,0
1821,8,38.42,2368.15,0,2,1,0,3,1,0
1822,22,30.64,6778.36,0,2,0,1,3,0,1
1823,44,116.92,1022.13,1,0,0,0,3,0,1
1824,58,39.96,385.33,1,1,1,0,3,0,0
1825,36,25.99,4907.45,0,1,0,0,3,0,0
1826,69,116.17,2799.77,2,0,1,1,2,1,0
1827,31,74.9,2702.46,1,2,0,0,2,0,0
1828,47,99.67,5528.94,2,1,0,0,2,0,0
1829,55,24.38,6815.82,0,0,0,1,2,1,0
1830,62,76.69,2645.19,2,2,0,0,2,1,0
1831,30,59.82,2667.61,0,0,1,1,0,0,0
1832,55,97.2,4317.42,2,0,0,0,0,1,1
1833,16,23.84,5260.15,2,0,1,0,3,1,0
1834,12,60.17,1702.96,2,0,0,1,2,0,0
1835,17,99.91,7310.17,0,2,0,1,3,0,1
1836,16,72.27,5269.89,0,0,1,1,0,1,1
1837,12,75.0,5038.78,0,2,0,1,3,1,0
1838,8,29.72,7243.15,1,0,1,0,2,1,0
1839,3,33.23,7267.39,0,0,0,0,2,1,0
1840,16,87.7,1170.85,1,1,0,0,2,0,1
1841,30,87.5,1246.1,0,1,0,1,0,1,1
1842,23,117.91,6119.39,1,1,1,1,3,1,0
1843,5,91.2,7659.35,2,1,0,1,1,0,1
1844,65,69.32,5365.46,2,0,1,0,1,0,0
1845,30,105.73,3349.4,0,0,0,0,1,0,1
1846,21,30.45,5499.44,1,2,1,1,1,0,0
1847,70,64.93,1907.61,2,0,1,0,1,1,0
1848,22,48.71,7983.93,2,2,1,1,0,1,0
1849,32,30.46,3505.57,1,0,1,1,2,0,0
1850,33,96.35,7460.32,0,0,0,1,1,0,1
1851,16,71.08,3503.3,2,2,1,0,1,1,0
1852,38,75.68,7432.3,0,1,1,0,1,1,0
1853,14,61.13,2751.91,0,0,0,0,3,0,1
1854,36,66.03,6108.29,1,1,1,1,2,1,0
1855,23,31.6,7612.92,1,2,0,0,1,1,0
1856,66,87.29,5203.25,2,0,0,0,0,1,1
1857,2,63.24,5452.77,1,2,0,1,2,1,1
1858,65,101.68,912.8,2,0,0,0,2,0,1
1859,67,39.63,3846.34,2,2,1,0,2,0,0
1860,52,40.51,7105.37,2,2,0,1,3,0,0
1861,62,84.58,2003.19,0,1,1,0,2,1,0
1862,23,104.6,6328.07,0,1,0,0,1,0,0
1863,26,67.22,5438.11,1,1,1,1,1,1,0
1864,68,92.7,1861.59,1,0,0,0,3,1,1
1865,55,119.93,2334.05,2,2,1,0,0,0,0
1866,6,119.03,3477.73,2,1,0,1,3,1,1
1867,35,94.43,1088.52,0,0,1,0,3,1,0
1868,22,93.96,7315.63,0,1,1,0,1,0,1
1869,43,44.76,5940.93,2,0,1,0,2,0,0
1870,15,103.35,2983.22,2,2,0,0,3,0,1
1871,60,60.51,2467.36,1,2,1,0,0,0,0
1872,12,116.2,5547.67,2,2,1,0,1,0,0
1873,49,28.14,3451.35,2,0,1,1,2,1,0
1874,42,63.58,1911.76,2,2,0,1,0,0,0
1875,38,75.58,3498.19,0,0,0,0,3,1,0
1876,45,60.52,6983.25,0,0,1,0,0,0,0
1877,35,41.06,641.99,1,0,1,0,3,1,0
1878,30,79.3,3010.03,1,2,1,1,3,1,0
1879,30,95.59,7702.48,1,2,1,0,3,0,0
1880,6,84.48,217.17,2,2,1,1,3,1,1
1881,67,43.44,7136.06,2,0,0,0,3,0,1
1882,7,93.16,3061.19,0,2,0,1,1,1,1
1883,52,45.69,1597.19,2,0,0,0,3,1,0
1884,14,37.52,218.34,2,2,0,1,2,1,1
1885,15,89.07,657.13,0,0,0,0,3,0,1
1886,21,104.28,1457.56,1,1,0,1,1,0,0
1887,35,68.15,300.73,2,2,1,0,0,1,0
1888,66,73.14,2753.21,0,2,0,0,2,0,1
1889,2,50.27,454.66,0,0,1,0,0,1,1
1890,35,69.46,5568.51,1,0,0,0,0,0,1
1891,20,33.2,6569.37,0,0,1,1,2,1,0
1892,10,115.58,7110.96,1,1,1,0,1,0,1
1893,25,100.04,4438.11,1,2,1,1,3,0,0
1894,66,86.8,7577.43,1,0,1,1,3,0,0
1895,25,73.82,144.6,1,1,0,1,3,1,0
1896,54,99.22,1158.74,1,1,0,0,0,1,0
1897,33,69.48,2416.01,0,0,1,0,2,1,0
1898,36,50.0,6333.29,2,2,1,1,3,0,0
1899,14,36.04,7094.57,1,0,1,0,3,1,0
1900,65,84.76,4983.26,1,0,1,1,1,0,0
1901,54,112.94,3127.57,2,0,0,1,1,0,0
1902,52,35.36,5360.18,2,1,0,1,0,0,0
1903,3,38.0,1529.11,1,1,1,1,2,0,1
1904,41,63.36,3717.21,2,2,1,1,1,1,0
1905,6,100.69,4109.6,1,1,1,0,2,0,1
1906,25,49.39,928.48,0,0,1,1,1,0,0
1907,13,45.39,367.59,2,1,1,0,2,1,0
1908,8,82.0,6025.83,2,2,1,1,2,1,1
1909,21,73.56,4324.18,0,0,0,0,2,1,1
1910,68,26.02,2724.69,2,0,1,1,0,1,0
1911,25,28.15,3554.11,0,1,1,0,1,0,0
1912,68,84.3,7665.86,1,1,1,0,1,0,1
1913,45,66.51,3140.82,2,2,1,0,3,1,0
1914,60,117.1,917.49,2,0,1,1,3,0,0
1915,12,87.85,3762.46,0,2,1,1,0,1,1
1916,32,21.01,5219.58,1,1,1,1,1,1,0
1917,13,68.1,195.69,1,0,0,0,3,1,0
1918,31,61.44,2725.49,0,1,1,0,1,1,1
1919,20,30.67,3208.76,2,0,0,0,3,1,0
1920,18,112.32,3763.35,2,2,1,1,0,1,0
1921,60,100.5,2483.31,0,0,0,1,3,1,1
1922,63,43.01,5368.69,0,1,0,1,0,0,0
1923,6,45.6,7563.2,0,0,0,1,0,1,1
1924,32,23.2,7320.59,2,2,0,1,2,0,0
1925,43,49.67,5348.71,0,1,1,1,0,1,0
1926,2,78.46,4104.38,1,2,0,1,2,1,0
1927,60,62.08,6623.94,0,0,1,1,1,0,1
1928,23,116.93,6703.9,1,0,1,1,0,0,0
1929,31,25.61,6653.63,1,0,1,0,0,1,0
1930,5,79.14,1346.98,0,0,1,0,0,0,1
1931,34,105.83,300.92,1,1,0,1,3,0,0
1932,10,68.07,7867.23,2,0,1,1,0,0,0
1933,2,20.3,7681.27,0,1,0,0,1,1,1
1934,11,44.28,4558.59,2,1,0,1,2,0,1
1935,50,52.38,7945.2,2,1,1,0,1,0,0
1936,31,116.6,6187.32,1,0,1,0,2,1,0
1937,56,111.18,4187.3,2,0,0,0,1,1,1
1938,9,114.92,3175.72,2,2,0,0,3,1,1
1939,21,102.58,4783.62,0,0,0,1,1,1,1
1940,28,55.16,4174.84,0,0,1,1,1,1,1
1941,62,110.59,7951.04,2,0,0,1,0,1,0
1942,7,118.17,3974.64,1,1,1,1,3,1,1
1943,16,55.01,6703.78,1,2,0,1,3,0,0
1944,4,46.06,6527.63,0,0,0,1,0,0,1
1945,4,74.69,664.11,0,2,1,1,2,0,1
1946,40,38.72,787.35,0,1,0,0,1,0,1
1947,17,23.26,5312.5,1,2,1,0,0,1,0
1948,52,114.58,2146.95,0,2,0,0,3,0,1
1949,52,112.57,5294.46,2,2,1,1,1,1,1
1950,36,36.27,1242.54,1,2,1,0,1,1,0
1951,38,60.77,3236.84,2,2,1,1,2,0,0
1952,50,103.1,909.52,0,1,0,1,2,0,1
1953,63,86.1,2328.54,1,0,1,1,1,1,0
1954,63,59.48,797.56,0,2,1,0,1,0,0
1955,62,94.42,7767.57,1,1,0,0,1,1,0
1956,7,109.7,3220.96,0,1,1,1,2,1,1
1957,27,112.62,7219.39,1,0,1,0,2,1,0
1958,14,57.88,7772.26,1,1,0,0,0,1,0
1959,71,37.36,7285.55,1,0,0,0,2,1,0
1960,5,111.28,3694.18,2,2,1,0,3,1,0
1961,55,29.26,6253.29,0,1,0,1,3,0,0
1962,2,92.17,1314.23,0,1,0,1,1,0,1
1963,62,34.05,849.18,1,1,1,0,1,1,0
1964,21,58.94,7027.52,2,2,0,1,2,0,1
1965,21,61.16,345.85,1,0,0,1,3,1,1
1966,10,35.88,7781.39,0,0,1,1,0,1,0
1967,58,112.27,5409.86,0,1,0,1,2,1,1
1968,39,20.27,3414.94,1,1,1,1,2,0,0
1969,5,109.38,1216.87,1,2,1,1,3,0,0
1970,65,108.38,5813.53,1,2,0,0,1,0,0
1971,13,51.7,4548.58,0,0,1,1,1,0,0
1972,53,90.43,5717.9,1,1,0,1,3,1,1
1973,45,45.28,3401.59,1,1,1,0,3,1,0
1974,32,95.88,623.45,0,1,1,0,0,1,1
1975,36,76.11,2588.28,1,1,0,0,3,0,0
1976,60,50.02,2588.66,2,2,0,1,1,0,0
1977,11,60.02,168.57,0,2,1,0,3,0,1
1978,63,88.99,175.69,1,0,1,1,3,0,1
1979,21,110.61,2712.99,1,1,1,1,0,1,0
1980,52,33.07,5848.22,0,2,0,1,2,1,1
1981,55,77.14,5029.95,0,1,0,0,0,0,1
1982,26,45.37,1988.24,2,0,0,1,3,0,0
1983,68,100.14,4861.82,1,1,1,0,2,0,0
1984,34,27.02,5214.28,1,2,0,1,3,1,1
1985,52,88.9,4228.3,1,2,0,1,2,0,1
1986,52,37.49,4218.7,0,0,0,0,3,0,0
1987,29,79.64,3021.01,0,0,1,1,1,0,0
1988,38,103.57,1074.82,0,1,0,1,2,0,1
1989,42,95.51,3145.32,1,1,1,1,2,0,0
1990,21,95.29,2828.14,1,2,0,1,0,1,0
1991,42,71.78,4776.58,0,2,0,0,1,1,0
1992,13,109.07,6864.46,2,2,0,1,1,0,0
1993,64,78.81,3065.46,1,0,0,0,1,0,0
1994,17,111.75,5706.91,2,0,1,1,3,0,0
1995,9,74.65,6513.46,0,0,1,1,3,0,1
1996,41,70.6,1772.84,1,1,1,0,2,0,0
1997,1,42.24,7223.04,2,0,0,0,3,1,1
1998,2,74.48,656.52,1,1,1,1,3,0,0
1999,60,34.06,7223.58,2,1,1,0,2,0,0
2000,48,106.97,1392.7,1,1,1,0,0,0,0
2001,29,87.59,2763.64,2,0,1,1,3,0,1
2002,10,119.36,4881.36,2,2,0,1,1,1,1
2003,58,29.21,7254.9,0,0,0,0,1,1,0
2004,60,44.07,2120.04,0,0,1,0,3,0,1
2005,21,107.72,6132.23,2,0,1,0,3,0,1
2006,28,59.53,5712.44,1,1,0,0,2,0,1
2007,34,66.63,1361.7,2,2,1,1,3,0,0
2008,8,106.07,3887.77,1,0,1,1,0,0,0
2009,59,72.18,3903.89,1,0,1,1,2,0,0
2010,49,39.35,2506.43,1,1,0,1,1,0,0
2011,17,109.2,6261.38,1,0,0,1,2,1,0
2012,60,23.11,7414.88,0,0,0,1,3,1,0
2013,45,109.54,5760.92,2,1,1,0,3,0,0
2014,69,25.05,7786.34,1,0,1,0,0,1,0
2015,32,86.58,498.7,0,2,1,1,0,0,0
2016,44,27.17,394.06,1,1,1,1,2,0,0
2017,65,90.62,7161.48,1,2,0,1,1,0,0
2018,8,23.4,7192.62,0,0,0,0,2,0,1
2019,43,104.25,946.25,0,1,0,0,2,0,0
2020,1,66.59,2923.82,1,1,0,0,0,0,1
2021,51,29.35,6699.62,2,0,0,0,2,0,0
2022,24,90.68,1115.47,0,2,1,0,0,0,1
2023,24,68.93,2212.68,2,0,0,1,0,0,0
2024,17,39.09,5479.87,1,1,1,1,2,0,0
2025,5,21.57,7857.0,1,1,1,1,0,1,1
2026,20,61.8,6397.4,1,1,1,0,3,0,0
2027,21,28.56,6240.81,1,0,0,0,3,1,0
2028,58,29.42,2807.04,1,0,0,0,2,0,0
2029,31,46.73,5324.61,1,0,0,0,1,0,0
2030,11,83.05,993.4,2,2,0,0,1,0,1
2031,52,72.99,7938.91,0,2,1,1,3,0,1
2032,15,26.9,3896.62,1,2,0,1,0,0,0
2033,7,116.84,5146.58,0,1,1,0,1,1,1
2034,28,108.72,7021.76,2,2,1,1,1,1,0
2035,51,45.92,107.62,1,1,1,0,2,0,0
2036,58,32.23,7810.26,1,2,0,0,2,1,0
2037,5,114.24,2937.36,0,2,1,0,1,0,1
2038,5,66.11,2782.77,0,1,0,0,1,1,1
2039,8,51.12,1246.0,0,0,0,0,3,0,1
2040,64,69.04,6879.66,1,2,1,1,2,1,0
2041,10,97.27,6979.63,0,1,1,1,2,1,1
2042,38,36.84,257.91,0,0,0,1,1,1,1
2043,8,96.75,540.23,2,0,0,1,3,1,1
2044,25,94.94,7354.9,1,0,1,0,0,0,0
2045,66,73.93,1070.66,1,1,0,1,2,0,0
2046,50,106.58,5005.33,1,2,0,0,2,0,0
2047,67,33.21,4995.24,0,2,0,0,1,0,1
2048,49,79.55,6970.87,2,2,0,0,1,0,0
2049,36,64.93,4623.97,0,0,1,1,0,1,0
2050,68,62.23,3528.69,1,2,0,0,2,0,0
2051,41,45.26,7797.61,0,1,1,1,3,0,0
2052,62,57.23,1907.64,1,2,0,0,3,1,0
2053,10,30.82,2175.47,0,2,0,0,1,0,1
2054,21,45.16,769.68,0,2,0,0,3,0,0
2055,36,47.2,7805.0,1,2,0,1,3,0,0
2056,12,92.07,5680.25,0,1,0,0,1,1,0
2057,2,24.86,195.57,1,2,1,1,0,0,0
2058,13,85.12,5664.08,0,0,0,1,0,1,0
2059,53,42.14,3292.68,0,2,0,0,2,1,0
2060,32,28.19,7743.64,0,0,0,0,1,1,0
2061,16,50.08,2291.36,1,0,1,1,1,1,0
2062,32,42.45,5711.26,0,0,0,1,2,0,1
2063,32,75.2,5056.73,0,1,1,0,3,0,0
2064,11,55.74,195.19,2,0,0,1,0,0,0
2065,10,116.6,7093.21,2,0,1,0,2,0,1
2066,15,116.35,1202.94,1,2,1,0,2,1,0
2067,17,64.37,5342.35,1,1,1,0,2,0,0
2068,40,99.51,6226.83,1,1,1,0,0,0,0
2069,18,21.33,5084.33,1,1,0,0,3,1,0
2070,55,74.78,867.2,0,0,1,1,0,1,0
2071,25,94.33,7803.92,0,0,0,0,1,0,1
2072,59,41.69,1970.86,1,0,1,1,1,0,0
2073,22,26.12,5060.13,1,2,1,0,2,1,0
2074,30,35.59,6397.71,2,0,1,0,1,1,0
2075,44,64.18,7519.96,1,1,1,1,0,1,0
2076,32,70.64,4871.68,2,2,1,1,1,1,0
2077,51,58.09,2146.53,1,2,0,1,1,1,1
2078,46,64.0,6709.45,1,1,1,0,3,0,0
2079,21,67.02,1389.44,0,0,0,1,0,1,0
2080,32,96.94,276.03,1,2,1,1,1,0,0
2081,39,30.52,7274.38,2,1,1,1,0,0,0
2082,12,96.9,4645.57,0,0,1,1,1,0,1
2083,47,88.86,650.17,2,2,1,1,3,1,0
2084,18,94.17,4679.86,1,2,0,0,1,0,0
2085,21,93.45,1245.61,0,2,1,1,2,0,0
2086,13,67.06,347.95,2,2,0,0,3,1,1
2087,21,41.14,1020.54,1,2,0,0,1,0,0
2088,8,73.66,6223.35,2,0,0,1,2,0,1
2089,46,115.8,6069.72,1,1,0,1,1,0,0
2090,7,78.85,4874.11,2,2,0,0,2,0,0
2091,23,21.1,1753.69,1,1,0,0,3,1,0
2092,22,25.97,5937.84,2,1,1,1,1,1,0
2093,22,119.29,3323.56,0,1,0,0,0,0,0
2094,29,27.19,4134.95,1,0,0,0,1,1,0
2095,13,24.6,7191.36,1,1,0,0,0,0,1
2096,2,55.3,3717.07,2,1,0,0,3,0,0
2097,29,116.93,5048.29,1,1,0,0,0,1,1
2098,52,51.87,7697.84,0,2,0,1,2,1,1
2099,27,60.99,3665.98,2,2,1,0,0,0,0
2100,50,83.41,4529.75,2,1,1,0,3,0,0
2101,23,22.41,4716.88,2,0,0,1,3,0,0
2102,44,109.78,2001.62,0,2,0,1,0,0,1
2103,22,71.94,5921.68,0,2,1,0,2,0,0
2104,43,66.68,5840.43,1,1,0,0,3,1,1
2105,37,106.07,1787.1,2,1,1,0,1,0,0
2106,61,115.31,205.37,0,0,1,1,3,1,1
2107,56,62.34,7991.64,1,2,1,0,1,1,0
2108,3,37.24,4694.54,0,1,0,0,0,0,1
2109,63,101.57,1530.15,0,2,1,0,2,1,1
2110,19,60.33,2340.17,0,1,1,1,1,1,0
2111,23,113.55,4980.56,1,1,0,1,2,0,1
2112,29,114.99,1187.16,0,0,0,1,2,1,1
2113,30,31.48,394.52,0,2,1,1,0,1,1
2114,39,115.66,6407.99,0,2,0,1,3,0,1
2115,25,56.83,5755.19,2,1,0,0,3,0,0
2116,8,84.63,2545.85,0,0,1,1,3,1,1
2117,58,23.48,562.08,2,0,0,1,2,0,0
2118,16,108.89,3941.54,0,0,1,0,3,1,1
2119,1,84.16,2281.87,2,2,0,0,3,1,1
2120,5,84.36,3242.46,0,1,1,0,0,1,1
2121,3,110.22,2264.36,2,1,0,0,3,0,1
2122,65,70.83,1484.61,2,0,1,0,2,0,0
2123,4,61.05,3157.22,2,0,0,0,0,0,1
2124,64,106.61,7722.66,0,0,1,1,3,0,0
2125,10,94.24,2203.2,1,2,0,1,1,1,1
2126,21,114.9,2754.14,2,1,0,1,3,0,1
2127,46,114.01,2701.01,2,0,1,0,2,0,1
2128,27,58.23,3894.28,2,0,0,0,0,0,0
2129,66,64.7,6763.69,2,1,1,1,3,1,0
2130,41,45.6,3276.77,2,2,0,1,1,1,0
2131,13,86.06,6468.57,1,2,0,0,3,1,0
2132,9,56.45,1008.6,0,2,1,1,0,0,0
2133,36,98.61,7169.77,1,1,0,0,0,1,0
2134,58,32.16,1563.9,0,2,1,0,0,1,1
2135,54,31.64,409.69,1,0,0,0,0,0,1
2136,12,40.45,1351.0,0,2,1,0,0,1,1
2137,14,28.43,1606.92,2,1,0,1,2,1,0
2138,34,82.0,4117.18,0,2,0,1,1,1,1
2139,53,34.74,3654.51,0,1,1,1,1,1,0
2140,20,36.0,5755.41,2,1,0,1,1,0,0
2141,16,21.42,502.51,2,2,0,0,2,0,0
2142,70,98.21,4031.88,0,0,1,1,0,1,1
2143,56,101.23,2726.52,0,1,0,1,3,0,1
2144,58,36.2,5082.58,2,2,1,0,2,1,0
2145,4,93.95,445.23,1,1,0,0,0,0,1
2146,4,63.35,375.98,2,2,0,1,2,1,0
2147,20,43.96,3475.29,0,0,1,0,3,1,1
2148,10,82.14,6509.58,0,1,1,0,3,0,1
2149,24,37.85,5401.64,0,0,0,0,1,1,0
2150,26,95.69,231.98,2,0,1,0,2,0,0
2151,37,24.76,1509.93,2,0,0,0,3,0,0
2152,54,115.91,1891.18,1,0,0,0,0,1,1
2153,21,27.19,3442.17,0,0,1,0,1,0,0
2154,38,77.94,4735.05,0,2,1,0,3,0,0
2155,46,110.22,1810.04,2,0,1,1,1,1,0
2156,4,21.19,3121.86,0,2,1,1,0,1,1
2157,60,69.85,4713.15,1,0,0,0,0,0,0
2158,57,55.0,3129.14,2,0,0,1,2,1,1
2159,45,78.03,1231.04,0,1,1,0,0,0,0
2160,20,42.55,3984.12,2,2,0,0,0,1,0
2161,17,26.49,2659.55,2,0,1,1,0,1,0
2162,71,82.59,6927.09,1,0,0,1,1,1,1
2163,4,61.68,6227.44,2,0,1,0,0,1,1
2164,14,82.25,1603.17,0,2,0,0,1,0,1
2165,3,41.05,1305.82,1,2,0,0,3,1,1
2166,58,53.87,2846.65,2,2,1,0,3,1,0
2167,55,76.17,3356.18,0,1,0,1,1,1,0
2168,4,79.31,7462.94,2,1,1,1,1,0,1
